node_id	soil_moisture	temperature	humidity
1	71.70	23.40	58.30
1	40.80	25.00	55.90
1	69.60	18.30	26.90
1	44.90	38.70	64.30
1	28.70	23.30	59.00
1	28.40	19.30	89.50
1	33.10	19.70	51.80
1	48.10	16.60	23.50
1	39.10	19.90	46.30
1	25.40	26.70	74.30
1	32.50	36.80	81.40
1	67.70	27.10	20.40
1	39.80	34.60	28.80
1	48.40	37.60	76.10
1	38.80	37.20	23.90
1	77.40	28.60	66.30
1	54.90	20.60	78.10
1	34.50	15.30	35.50
1	61.70	33.50	26.50
1	78.20	39.50	59.30
1	48.20	33.60	27.20
1	54.00	17.60	80.70
1	16.70	15.80	48.60
1	46.00	15.50	81.40
1	62.90	35.30	48.20
1	76.40	16.70	63.50
1	64.60	23.20	82.80
1	43.10	37.10	44.10
1	38.80	23.70	26.50
1	39.10	30.90	73.30
1	62.10	34.60	26.30
1	73.00	21.90	53.20
1	15.20	15.60	64.30
1	18.70	32.60	87.70
1	56.90	21.80	32.50
1	57.00	24.00	30.00
1	61.00	33.60	66.50
1	79.20	18.20	37.10
1	43.80	16.90	25.40
1	79.40	31.40	53.70
1	38.30	15.50	74.60
1	71.90	33.60	42.30
1	43.20	38.30	56.20
1	28.40	21.60	77.70
1	64.30	36.30	58.60
1	79.70	28.20	72.30
1	55.40	23.00	78.80
1	60.50	37.70	39.20
1	30.40	15.60	47.70
1	46.90	20.20	41.30
1	52.10	35.80	38.30
1	74.30	22.10	32.60
1	18.70	33.80	36.20
1	64.50	22.90	40.60
1	55.80	36.70	72.90
1	52.40	27.20	34.30
1	24.60	32.30	87.90
1	31.10	18.70	22.80
1	70.50	30.30	37.70
1	39.20	28.30	87.80
1	57.20	38.80	21.20
1	70.50	20.30	39.20
1	52.30	28.70	80.70
1	22.20	35.40	35.40
1	22.00	22.80	67.70
1	79.10	24.00	63.70
1	26.30	29.60	74.30
1	30.10	34.30	75.10
1	77.90	32.80	31.50
1	52.10	20.10	84.60
1	63.50	28.10	22.80
1	70.90	28.20	65.00
1	47.30	32.70	85.30
1	53.70	38.40	56.40
1	52.00	35.80	54.50
1	55.90	39.90	44.30
1	58.60	20.80	72.20
1	69.90	39.30	69.60
1	15.60	34.00	24.90
1	37.30	36.40	80.40
1	23.30	22.80	46.20
1	20.30	36.10	70.90
1	61.80	29.10	60.10
1	29.60	30.90	65.70
1	68.50	23.30	31.30
1	41.60	26.90	47.80
1	29.20	24.10	55.60
1	34.60	25.20	74.70
1	18.40	25.40	78.80
1	32.10	31.20	60.00
1	66.10	21.20	72.00
1	60.50	22.90	34.40
1	75.20	35.90	49.90
1	43.40	33.00	76.30
1	40.10	37.20	64.00
1	19.90	24.50	79.90
1	59.60	22.30	86.60
1	36.70	36.10	55.80
1	74.70	34.10	23.20
1	28.70	17.50	52.70
1	61.80	19.30	80.00
1	33.80	21.80	52.20
1	22.10	34.40	52.70
1	46.40	22.00	44.20
1	74.70	29.60	26.40
1	72.40	32.60	55.60
1	43.70	36.70	34.20
1	26.40	29.30	49.60
1	48.30	33.70	20.10
1	28.60	35.90	88.70
1	61.90	17.90	31.40
1	60.40	27.70	72.50
1	71.50	37.80	83.70
1	49.00	15.80	31.30
1	69.80	35.10	64.00
1	60.60	16.20	28.90
1	78.30	18.30	42.80
1	78.00	17.60	31.60
1	60.00	20.50	30.70
1	69.50	16.50	59.00
1	73.60	37.40	83.60
1	26.70	23.10	58.30
1	27.20	27.50	43.10
1	73.10	25.50	36.40
1	65.20	22.40	85.80
1	27.20	24.60	45.50
1	62.10	25.50	30.80
1	73.90	16.00	28.40
1	48.30	36.80	69.60
1	19.20	33.70	74.20
1	35.00	37.00	53.50
1	47.40	37.60	75.40
1	32.30	36.10	74.10
1	54.80	23.40	40.90
1	21.20	17.00	39.10
1	79.40	39.30	70.60
1	77.20	28.50	32.70
1	16.50	22.70	22.80
1	72.60	34.60	69.90
1	65.60	16.90	85.00
1	43.40	26.90	35.00
1	43.30	20.20	86.30
1	54.90	22.70	87.60
1	67.10	27.30	49.10
1	75.90	36.90	33.30
1	54.70	31.00	36.50
1	62.70	35.90	36.20
1	49.80	25.50	57.40
1	74.30	21.10	32.90
1	31.50	34.10	81.20
1	16.20	29.70	66.20
1	15.50	27.00	28.40
1	42.80	31.30	54.30
1	23.10	24.90	78.30
1	19.50	31.60	25.70
1	27.40	37.40	47.70
1	52.90	38.50	25.10
1	25.30	39.40	55.60
1	45.40	19.80	56.40
1	78.90	34.60	32.80
1	29.20	37.90	87.50
1	75.10	17.20	80.00
1	21.60	26.50	30.80
1	22.50	21.60	42.50
1	77.10	23.40	47.70
1	71.70	32.90	49.70
1	55.10	38.90	63.70
1	73.80	31.00	49.50
1	47.10	16.80	55.60
1	53.70	21.00	31.80
1	56.60	32.10	32.80
1	76.30	25.70	34.60
1	75.10	34.80	83.90
1	17.50	32.70	24.70
1	51.20	38.60	89.40
1	74.40	29.30	88.80
1	24.10	18.50	82.60
1	75.60	34.20	85.50
1	38.10	31.40	72.70
1	30.80	18.80	67.10
1	18.20	29.60	56.60
1	23.50	28.10	56.00
1	69.50	22.30	24.40
1	79.80	29.30	77.00
1	41.20	29.70	80.80
1	33.50	26.50	66.60
1	23.00	36.00	88.50
1	43.00	16.80	63.70
1	62.10	15.80	81.50
1	43.50	30.90	33.40
1	56.10	32.00	65.00
1	44.80	26.10	52.50
1	26.90	38.90	60.80
1	64.60	26.00	52.50
1	58.10	38.40	65.40
1	66.80	35.30	38.70
1	35.60	30.70	86.80
1	54.60	25.90	61.40
1	75.70	24.50	72.10
1	68.00	15.40	26.40
1	54.10	16.30	84.50
1	36.00	16.50	49.50
1	21.30	32.50	65.70
1	18.70	27.50	75.60
1	20.00	23.80	88.20
1	66.00	22.90	65.80
1	15.10	17.20	45.90
1	68.90	20.40	85.60
1	47.80	18.50	53.30
1	21.40	20.20	36.60
1	16.40	37.30	45.60
1	74.20	28.30	24.60
1	62.40	17.90	25.90
1	28.80	36.10	87.80
1	29.80	39.30	62.20
1	72.00	17.50	57.50
1	50.50	26.80	64.70
1	53.80	23.20	46.90
1	48.60	17.20	80.30
1	49.50	33.60	21.20
1	28.10	23.30	69.70
1	64.20	35.80	34.40
1	19.20	29.20	63.20
1	50.30	37.70	50.50
1	78.80	29.80	69.80
1	26.00	24.40	47.00
1	17.10	18.40	76.70
1	70.00	39.40	59.40
1	67.40	20.40	68.60
1	32.20	31.70	63.70
1	60.70	25.50	42.60
1	65.20	27.80	53.30
1	75.30	31.90	84.60
1	79.50	17.50	67.30
1	37.90	34.30	67.70
1	51.20	21.90	76.40
1	40.50	29.90	56.10
1	65.80	39.00	83.30
1	20.30	27.60	68.30
1	21.10	19.40	33.70
1	73.40	20.20	71.80
1	61.70	36.30	57.20
1	20.20	32.50	72.10
1	30.70	33.70	48.10
1	24.10	18.40	81.80
1	24.00	21.80	23.40
1	18.00	38.90	49.00
1	16.00	32.60	34.00
1	24.10	35.60	41.60
1	16.10	39.30	75.50
1	20.00	32.90	62.90
1	42.30	35.30	24.80
1	58.10	23.50	61.50
1	75.60	24.00	70.20
1	74.50	25.70	72.10
1	73.20	24.30	61.40
1	24.60	17.80	69.40
1	16.00	21.80	57.40
1	46.70	38.60	64.90
1	66.90	40.00	69.60
1	48.00	20.00	37.60
1	69.00	18.80	67.30
1	69.70	38.20	88.80
1	29.10	22.00	49.10
1	23.30	15.10	78.00
1	30.20	37.50	66.90
1	69.00	37.90	56.50
1	57.30	18.00	50.90
1	72.80	29.40	67.40
1	46.70	21.90	29.50
1	25.00	18.50	81.40
1	57.20	16.30	68.90
1	40.60	20.10	56.90
1	50.50	21.10	33.10
1	31.70	20.70	33.90
1	54.30	28.10	71.90
1	73.50	21.00	48.60
1	46.20	18.20	60.20
1	50.50	38.90	27.30
1	17.80	35.30	53.30
1	36.20	21.20	79.20
1	29.00	28.80	37.90
1	71.40	16.00	31.40
1	75.80	27.60	56.80
1	32.80	34.40	33.60
1	18.20	35.70	59.10
1	56.50	25.20	88.70
1	74.50	28.10	67.40
1	79.70	32.90	36.30
1	67.20	20.50	85.40
1	30.40	25.80	42.60
1	43.90	39.40	21.90
1	46.60	38.50	75.90
1	50.50	37.40	49.50
1	42.10	31.80	54.00
1	71.60	19.60	20.80
1	37.00	15.50	24.90
1	48.90	23.20	44.10
1	74.70	25.10	76.50
1	15.30	34.60	47.20
1	44.80	33.20	22.20
1	36.60	34.30	41.70
1	47.50	33.30	25.30
1	72.50	31.50	42.10
1	50.90	20.00	61.90
1	17.10	18.80	89.10
1	40.00	33.80	46.00
1	42.90	36.40	35.90
1	40.00	34.10	33.10
1	45.00	36.70	33.40
1	27.40	31.90	79.90
1	21.50	37.10	83.30
1	75.80	31.10	39.70
1	66.70	40.00	60.80
1	61.70	21.80	49.70
1	24.20	27.10	78.60
1	65.20	33.30	43.40
1	62.40	34.70	72.10
1	28.60	25.00	64.70
1	50.00	38.90	32.80
1	70.40	32.50	60.30
1	63.50	35.30	82.60
1	38.40	15.20	89.40
1	49.10	28.40	52.80
1	60.80	30.00	42.10
1	27.90	25.40	88.70
1	70.40	17.50	87.30
1	44.50	34.40	83.10
1	42.70	24.20	54.80
1	49.90	32.20	33.50
1	31.00	23.10	29.30
1	17.00	23.40	42.40
1	18.90	38.10	20.20
1	79.20	24.80	67.90
1	27.30	30.70	65.30
1	76.60	23.20	58.50
1	64.20	33.20	46.60
1	32.40	28.50	21.70
1	73.10	37.80	25.70
1	39.90	23.00	84.50
1	29.60	30.80	34.20
1	16.30	30.90	80.40
1	64.50	34.40	32.00
1	24.00	31.70	42.60
1	53.90	23.20	51.50
1	37.40	29.20	32.40
1	48.60	25.60	55.70
1	68.30	23.40	56.50
1	32.70	37.50	27.90
1	77.80	32.30	29.40
1	15.60	27.90	89.00
1	62.20	20.90	49.40
1	23.10	25.30	59.70
1	51.50	25.30	75.00
1	63.90	20.00	28.10
1	67.80	28.20	60.40
1	70.30	37.90	78.20
1	44.10	18.90	41.60
1	45.60	22.40	28.80
1	54.30	25.20	39.60
1	22.20	28.00	61.60
1	22.60	23.80	88.10
1	48.10	31.90	44.40
1	64.70	18.30	41.40
1	40.10	20.80	89.90
1	15.10	27.50	20.10
1	38.00	30.80	68.80
1	79.70	33.80	68.10
1	53.10	23.70	77.70
1	74.10	28.50	21.50
1	61.40	20.80	46.20
1	31.70	28.70	37.80
1	18.80	24.40	62.00
1	43.00	20.60	33.30
1	36.20	24.00	68.30
1	46.70	35.50	25.50
1	18.70	21.20	83.90
1	58.10	17.70	35.10
1	68.50	23.70	20.50
1	68.00	29.70	45.40
1	25.10	18.80	31.20
1	27.50	25.00	43.60
1	80.00	34.40	28.10
1	47.90	17.90	58.20
1	57.90	30.10	43.10
1	65.20	26.60	22.70
1	75.20	29.50	47.60
1	75.90	37.70	59.50
1	19.60	21.90	29.00
1	49.10	37.00	39.80
1	38.90	29.70	68.10
1	32.90	15.20	56.40
1	65.60	18.70	67.30
1	50.80	25.80	57.20
1	42.90	34.00	34.10
1	71.60	24.60	85.30
1	22.80	40.00	34.20
1	36.10	18.10	51.10
1	29.90	19.70	33.30
1	38.90	23.10	74.40
1	32.70	29.40	86.70
1	74.30	29.40	47.30
1	64.10	20.80	56.10
1	17.90	34.30	56.00
1	64.60	22.40	27.00
1	66.80	17.50	60.60
1	27.90	36.20	66.90
1	68.80	16.10	39.30
1	48.50	29.80	49.60
1	65.60	18.30	59.40
1	50.10	24.90	30.60
1	58.20	38.70	47.50
1	58.00	22.30	74.30
1	55.60	27.40	55.30
1	16.00	18.20	40.20
1	52.20	35.30	44.20
1	69.10	18.20	44.70
1	71.00	17.40	27.80
1	71.00	34.10	53.40
1	69.90	28.60	31.80
1	37.00	29.90	69.60
1	68.70	30.20	42.80
1	75.90	22.60	74.30
1	66.60	25.70	63.20
1	77.20	38.70	72.20
1	39.20	15.10	37.40
1	24.40	24.60	78.40
1	37.10	22.70	75.40
1	40.90	29.10	79.00
1	20.90	34.40	60.70
1	18.30	22.10	24.00
1	69.90	36.20	74.40
1	56.60	22.30	44.40
1	77.80	17.30	82.20
1	36.90	38.90	23.40
1	52.30	30.40	65.50
1	23.70	31.90	42.20
1	75.40	31.90	47.30
1	72.70	21.60	44.30
1	48.20	27.40	47.70
1	36.10	39.90	61.10
1	48.20	33.90	43.80
1	59.40	30.30	62.10
1	21.50	31.90	47.80
1	48.10	15.20	86.20
1	75.20	24.30	79.60
1	59.60	37.50	32.40
1	67.00	39.90	57.00
1	54.80	16.80	88.00
1	72.60	36.00	34.50
1	54.00	39.00	29.90
1	68.70	32.80	37.10
1	74.70	37.70	21.70
1	21.90	20.70	22.20
1	53.70	21.90	85.40
1	49.30	35.90	37.60
1	25.90	20.60	76.90
1	30.50	29.40	65.70
1	65.40	17.90	38.00
1	46.80	36.90	59.40
1	71.90	36.70	79.00
1	76.90	28.60	48.50
1	69.10	31.10	39.00
1	34.10	37.70	56.90
1	55.80	23.10	30.30
1	34.40	26.60	81.10
1	45.70	39.00	23.10
1	27.50	20.80	76.10
1	48.30	16.20	51.50
1	18.80	17.40	28.40
1	57.90	32.20	41.50
1	66.30	30.50	48.50
1	21.10	15.10	75.90
1	64.90	37.40	37.50
1	32.80	29.70	65.80
1	78.90	18.40	44.90
1	40.90	35.50	28.10
1	65.40	26.20	74.20
1	20.80	38.90	44.60
1	16.60	21.90	87.40
1	50.30	23.40	29.30
1	54.70	35.30	32.40
1	78.60	34.90	48.90
1	40.50	23.10	67.90
1	79.40	34.80	54.00
1	67.80	37.10	65.40
1	56.30	24.00	55.20
1	48.70	30.40	65.20
1	58.30	17.60	70.90
1	27.80	24.30	88.50
1	52.40	36.20	45.30
1	21.30	15.10	66.90
1	73.10	27.20	38.30
1	43.40	39.50	60.40
1	25.10	21.20	38.80
1	24.60	25.00	24.20
1	53.80	17.00	78.10
1	59.70	18.40	57.20
1	25.30	31.40	20.30
1	27.00	33.00	76.30
1	71.20	37.60	36.90
1	27.90	32.10	23.10
1	39.80	33.70	22.30
1	62.50	34.40	73.90
1	49.90	18.20	77.50
1	35.60	33.20	52.20
1	30.90	18.30	60.20
1	70.30	20.30	47.70
1	39.30	33.40	25.50
1	41.60	27.40	79.90
1	46.60	24.40	50.80
1	57.10	30.20	42.60
1	79.80	36.50	84.00
1	71.10	25.20	78.70
1	42.60	30.80	73.90
1	72.00	17.60	78.80
1	50.00	22.80	85.50
1	22.70	22.60	78.70
1	25.30	39.50	36.50
1	75.80	19.70	48.00
1	65.60	19.90	36.60
1	76.70	18.80	86.30
1	16.10	29.40	55.80
1	76.70	37.90	71.80
1	26.00	19.00	39.50
1	34.60	28.90	79.30
1	25.90	20.10	48.20
1	79.00	23.60	64.70
1	55.20	27.40	49.40
1	34.40	18.70	29.80
1	21.80	27.90	86.20
1	16.70	19.00	54.70
1	61.10	19.30	37.10
1	37.30	18.00	71.60
1	77.20	34.70	60.30
1	45.90	18.20	58.10
1	16.20	25.70	60.50
1	48.80	34.70	27.70
1	57.90	38.20	72.90
1	49.60	24.80	41.60
1	78.10	30.80	83.80
1	41.90	27.30	46.30
1	55.20	29.50	30.60
1	44.90	23.30	38.80
1	61.50	39.10	24.20
1	67.90	17.30	51.50
1	18.20	22.60	37.00
1	27.30	26.10	65.60
1	66.60	33.00	53.20
1	49.10	20.50	48.50
1	37.30	19.60	41.20
1	73.30	20.90	45.10
1	56.80	36.20	40.00
1	72.90	37.10	41.10
1	26.90	20.50	49.20
1	68.70	36.50	32.50
1	16.20	36.80	78.50
1	76.10	31.70	51.30
1	15.10	23.40	59.10
1	42.10	30.10	26.80
1	25.00	27.50	77.80
1	56.70	34.10	69.50
1	76.50	33.40	33.40
1	47.40	32.90	54.00
1	37.30	35.70	53.40
1	41.90	37.60	22.00
1	57.50	29.40	21.80
1	74.30	15.90	89.00
1	36.60	33.80	54.20
1	42.90	25.50	31.10
1	41.70	33.60	81.50
1	75.40	29.60	66.10
1	18.20	15.80	70.40
1	57.20	29.90	76.90
1	21.90	32.60	42.70
1	24.00	32.70	26.10
1	72.60	21.40	67.30
1	75.80	38.30	62.40
1	55.30	28.10	38.80
1	33.50	31.40	58.50
1	24.20	29.60	75.70
1	58.40	36.50	66.90
1	61.20	39.60	75.50
1	75.20	22.80	66.50
1	69.40	23.40	56.60
1	40.40	23.50	43.20
1	66.60	19.20	41.40
1	78.50	27.50	60.10
1	75.30	16.10	28.70
1	79.90	31.30	33.30
1	48.50	34.70	80.20
1	60.40	22.90	64.10
1	67.80	29.40	26.20
1	53.00	39.10	67.70
1	58.60	22.40	37.40
1	45.90	34.10	38.80
1	68.00	18.10	44.80
1	16.90	15.50	43.90
1	41.20	38.40	72.80
1	38.90	22.10	83.10
1	71.20	36.80	21.90
1	47.30	29.00	43.00
1	38.70	27.60	33.90
1	41.70	16.90	34.10
1	79.90	21.10	79.80
1	53.70	22.50	64.70
1	62.80	31.90	61.90
1	51.80	26.90	42.60
1	65.70	32.80	59.60
1	37.10	29.90	57.20
1	78.20	18.20	21.20
1	28.70	37.00	68.20
1	26.60	33.40	46.60
1	21.60	23.70	84.60
1	26.80	26.00	83.20
1	75.20	18.30	26.90
1	62.50	28.70	23.80
1	51.10	37.00	77.60
1	33.00	39.10	31.60
1	71.10	25.40	89.20
1	46.10	27.10	48.90
1	20.50	31.90	21.90
1	23.20	15.40	79.60
1	23.30	39.20	31.30
1	77.00	21.80	55.40
1	48.90	28.30	83.80
1	31.90	22.40	31.20
1	36.00	24.10	37.40
1	36.50	20.60	87.40
1	43.10	38.50	52.50
1	64.00	24.20	69.10
1	31.70	30.90	44.30
1	37.70	18.20	78.40
1	24.30	38.10	32.20
1	59.20	38.60	73.00
1	48.00	29.90	48.60
1	31.70	27.90	37.90
1	56.70	28.30	65.70
1	30.90	20.90	55.70
1	58.50	16.80	51.40
1	52.50	35.40	64.80
1	41.40	21.90	51.40
1	48.90	21.40	42.00
1	66.00	21.30	44.30
1	42.00	17.30	24.50
1	16.40	37.00	39.70
1	29.30	38.90	30.40
1	44.30	26.70	61.70
1	23.80	38.90	80.50
1	49.60	30.90	35.50
1	75.40	25.50	63.30
1	25.70	24.10	46.30
1	64.30	30.60	55.00
1	21.10	15.20	71.10
1	38.10	28.00	60.30
1	72.10	30.30	38.70
1	21.80	30.40	61.50
1	20.90	35.50	44.90
1	45.30	22.90	72.80
1	74.20	23.10	33.80
1	26.70	29.60	60.90
1	47.90	35.60	37.20
1	66.80	36.50	76.10
1	76.50	31.30	86.50
1	74.10	37.70	41.10
1	38.90	33.90	50.40
1	45.10	30.70	71.40
1	61.10	35.40	57.90
1	70.80	30.10	25.90
1	60.40	29.20	72.30
1	29.00	34.40	89.80
1	25.20	21.40	89.40
1	15.00	16.60	42.10
1	20.30	27.50	35.00
1	65.30	39.80	34.20
1	27.30	19.20	34.70
1	56.50	18.00	59.50
1	77.00	23.70	38.90
1	55.60	25.50	82.10
1	36.90	27.70	62.50
1	24.30	16.20	71.70
1	33.00	31.70	83.40
1	70.90	16.60	43.80
1	53.80	34.90	73.40
1	22.90	16.20	25.60
1	16.70	22.60	31.30
1	28.40	17.20	26.80
1	64.10	16.00	70.50
1	30.30	20.80	75.60
1	65.80	26.40	29.00
1	71.00	15.60	88.70
1	67.40	34.50	22.00
1	76.70	24.90	62.30
1	46.90	38.70	57.30
1	62.20	16.50	73.60
1	62.50	28.70	21.40
1	18.50	25.90	55.60
1	68.60	21.70	54.70
1	22.10	29.40	50.20
1	34.60	29.80	64.30
1	57.30	34.00	31.70
1	63.60	24.90	76.20
1	33.90	27.50	45.40
1	35.80	38.60	35.50
1	20.20	39.40	27.00
1	79.70	17.40	60.40
1	39.60	34.20	48.60
1	71.80	33.00	33.60
1	19.00	35.40	77.50
1	17.20	29.50	25.60
1	67.70	28.10	54.40
1	31.80	23.50	24.20
1	74.10	34.90	86.90
1	40.20	24.80	52.90
1	62.60	24.90	83.30
1	26.60	26.80	22.90
1	61.90	25.10	49.80
1	19.20	34.50	21.30
1	50.20	39.50	57.80
1	19.10	17.20	63.30
1	48.00	26.20	23.70
1	43.40	15.10	69.50
1	19.10	33.60	45.30
1	76.40	23.70	50.90
1	23.40	34.40	62.60
1	36.00	33.70	69.40
1	57.60	40.00	81.70
1	35.60	23.20	84.30
1	75.90	39.00	67.50
1	78.00	26.30	40.90
1	30.00	36.10	78.30
1	28.80	37.70	29.10
1	44.50	23.80	22.60
1	56.20	34.10	27.90
1	21.00	37.60	32.20
1	64.80	39.30	26.20
1	37.70	24.10	48.70
1	40.50	30.90	20.70
1	71.50	23.60	33.00
1	45.30	34.20	36.50
1	24.80	31.40	74.60
1	49.50	17.20	24.00
1	61.80	34.80	63.80
1	52.90	37.50	72.20
1	57.00	38.90	78.60
1	16.50	20.60	45.10
1	17.80	24.10	44.40
1	15.30	34.10	83.60
1	59.00	22.50	83.80
1	56.10	37.30	29.30
1	41.40	33.70	80.00
1	58.80	27.10	36.60
1	60.00	22.50	32.50
1	20.20	31.70	28.60
1	41.50	39.80	52.80
1	17.10	21.20	32.00
1	50.50	22.30	70.50
1	67.80	18.50	49.70
1	63.60	16.90	67.60
1	46.30	35.70	67.40
1	69.80	27.20	76.70
1	37.20	37.50	62.50
1	45.50	37.30	66.70
1	24.30	34.70	74.50
1	77.00	25.30	84.80
1	21.60	30.30	53.90
1	35.60	26.20	24.60
1	19.50	18.60	34.10
1	43.80	15.50	25.30
1	63.60	25.10	30.30
1	64.00	25.90	22.90
1	74.50	22.90	34.80
1	49.00	16.90	30.80
1	79.70	34.00	20.10
1	35.80	17.70	80.40
1	31.60	22.80	88.10
1	65.70	24.10	44.50
1	45.60	37.80	79.10
1	44.30	35.60	26.90
1	69.50	25.50	54.80
1	39.50	31.60	69.80
1	69.40	38.90	49.50
1	56.50	27.90	50.10
1	20.00	22.70	29.90
1	17.80	22.30	85.10
1	39.30	32.80	70.70
1	45.40	40.00	32.00
1	68.30	24.30	26.50
1	77.80	37.70	20.90
1	36.50	26.00	31.60
1	27.80	39.00	83.90
1	50.40	25.70	31.00
1	72.10	38.00	52.90
1	30.30	26.80	54.80
1	40.10	25.30	37.20
1	41.40	28.20	51.50
1	32.10	37.30	85.70
1	64.20	35.60	59.90
1	79.70	20.70	26.00
1	75.20	35.40	82.00
1	52.10	32.80	25.50
1	72.30	17.30	54.20
1	38.90	25.50	60.70
1	20.20	26.60	24.20
1	50.40	20.30	49.00
1	49.40	17.70	35.30
1	79.60	26.70	65.80
1	28.00	38.60	69.30
1	23.90	26.00	27.80
1	21.10	21.30	71.90
1	42.70	28.90	75.00
1	47.70	34.30	80.50
1	66.30	30.90	44.80
1	39.80	17.60	47.60
1	37.50	22.80	73.40
1	16.50	16.70	83.60
1	64.00	27.20	27.90
1	59.40	26.00	58.50
1	61.70	36.40	39.60
1	39.30	30.50	70.00
1	28.80	22.10	83.80
1	32.10	15.40	20.90
1	69.30	28.00	87.10
1	74.50	39.00	59.20
1	42.20	28.30	59.50
1	77.40	20.80	23.80
1	27.10	38.10	36.70
1	52.70	35.40	70.50
1	38.70	21.90	30.40
1	63.20	19.30	88.30
1	53.00	24.10	88.50
1	47.60	35.20	42.70
1	15.30	24.50	27.30
1	76.40	39.10	88.30
1	68.20	19.20	75.80
1	57.10	24.20	86.60
1	67.50	38.40	29.60
1	23.60	22.90	20.40
1	32.60	23.00	32.90
1	18.70	28.20	44.30
1	53.80	35.60	40.50
1	71.50	18.60	21.10
1	79.80	40.00	68.30
1	72.60	23.30	37.30
1	37.60	29.60	43.20
1	66.60	20.00	88.30
1	69.30	39.70	61.00
1	41.80	39.20	84.00
1	61.50	24.70	57.50
1	49.10	32.50	52.70
1	42.70	34.50	86.90
1	20.30	22.60	36.30
1	17.80	26.80	22.80
1	17.50	21.00	45.80
1	28.50	25.70	20.10
1	66.80	34.00	23.90
1	56.70	32.70	33.60
1	41.90	36.20	27.50
1	75.90	21.20	48.70
1	39.40	25.20	25.20
1	27.40	19.40	26.90
1	18.50	20.80	77.20
1	67.60	32.20	62.40
1	53.90	21.90	24.50
1	77.30	36.80	63.70
1	31.30	31.40	60.10
1	31.60	24.50	27.50
1	75.60	15.60	39.20
1	56.70	25.20	76.20
1	69.50	24.60	20.70
1	45.80	18.40	47.70
1	80.00	23.50	86.80
1	38.50	27.90	89.20
1	60.90	24.30	64.10
1	33.00	34.50	43.70
1	79.40	20.90	51.80
1	49.20	28.70	38.70
1	42.20	29.60	29.10
1	73.90	16.10	67.80
1	45.20	35.90	72.10
1	61.90	32.30	26.50
1	43.90	30.50	34.00
1	49.90	27.50	32.80
1	28.70	19.60	55.30
1	21.40	20.60	79.50
1	43.60	24.40	23.40
1	43.20	22.10	35.70
1	23.70	16.50	82.40
1	18.30	20.00	60.50
1	74.80	27.70	71.10
1	48.60	38.80	65.00
1	47.40	21.40	85.20
1	69.50	19.90	70.60
1	77.50	26.40	21.80
1	53.40	25.20	35.70
1	29.30	22.20	80.20
1	19.30	37.80	46.60
1	64.90	25.40	63.50
1	51.20	37.40	53.10
1	16.00	19.10	73.50
1	49.30	20.80	46.50
1	23.90	32.90	25.20
1	54.40	33.70	52.00
1	36.10	23.60	29.10
1	19.60	27.10	70.00
1	78.50	27.70	57.70
1	44.60	24.60	55.70
1	33.10	29.40	79.90
1	79.80	27.10	50.40
1	74.90	29.00	30.70
1	46.90	39.50	51.10
1	17.30	30.20	87.70
1	74.30	32.20	81.20
1	36.50	19.90	32.00
1	43.40	24.90	32.80
1	48.80	38.10	70.40
1	59.00	35.60	31.70
1	54.50	23.00	32.30
1	16.50	31.60	28.50
1	25.90	23.80	73.50
1	75.00	30.20	68.20
1	19.10	35.00	72.10
1	73.00	35.30	45.60
1	30.60	31.70	32.90
1	47.20	25.60	85.40
1	69.10	23.30	53.80
1	72.30	22.80	47.40
1	35.40	26.80	43.40
1	79.00	32.30	54.80
1	46.10	28.10	44.40
1	61.40	35.50	54.60
1	60.50	23.90	72.50
1	16.30	38.60	28.50
1	42.10	20.90	76.50
1	31.60	25.10	82.60
1	69.00	39.10	38.30
1	39.50	29.20	57.80
1	74.60	24.30	65.00
1	22.10	23.90	25.90
1	52.40	27.40	25.10
1	48.60	34.20	84.00
1	48.60	35.30	74.10
1	38.90	29.30	59.20
1	32.60	38.00	82.70
1	46.50	24.80	53.40
1	59.50	20.50	67.80
1	68.20	18.60	38.40
1	54.80	37.20	74.80
1	15.50	24.60	53.60
1	71.80	31.30	65.80
1	57.30	29.10	83.90
1	30.20	15.40	41.50
1	40.00	34.70	42.20
1	20.90	33.80	30.30
1	50.40	35.80	36.60
1	38.80	29.40	86.10
1	69.90	22.20	41.40
1	30.00	25.90	42.60
1	54.60	39.90	71.30
1	17.20	17.60	48.30
1	23.30	21.40	84.40
1	37.40	31.00	83.00
1	52.60	31.00	80.10
1	23.20	33.80	84.90
1	26.70	30.10	61.10
1	61.50	28.70	49.60
1	54.00	15.40	51.80
1	58.90	32.80	56.10
1	30.20	17.10	38.60
1	63.20	23.70	36.00
1	62.80	33.30	58.00
1	17.20	39.40	89.50
1	31.00	24.90	32.20
1	18.90	35.90	65.10
1	58.90	33.70	42.90
1	33.90	22.90	23.40
1	74.90	36.40	42.10
1	21.70	24.00	78.00
1	37.40	30.50	73.40
1	33.70	36.90	55.20
1	31.70	35.20	39.00
1	16.30	33.30	85.90
1	42.40	38.30	56.90
1	39.50	24.50	43.60
1	73.50	18.40	37.00
1	45.80	35.80	50.50
1	15.70	15.40	77.60
1	63.30	36.00	60.20
1	46.90	27.60	43.60
1	32.10	20.40	68.90
1	67.20	34.70	76.60
1	69.90	35.70	61.60
1	72.50	24.10	74.80
1	26.70	20.20	74.30
1	53.90	16.50	25.20
1	27.90	26.90	83.20
1	54.50	33.60	46.40
1	76.40	38.20	52.10
